State,Post_2005,Post_2006,Post_2007,Post_2008,Post_2009,Post_2010,Post_2011,Post_2012,Post_2013,Post_2014,Post_2015,Post_2016,Post_2017,Post_2018,Post_2019,Post_2020,Post_2021,Post_2022
Punjab_Ludhiana,14.45181818,15.57,16.55222222,15.99181818,16.91545455,16.93363636,16.93636364,18.811,18.55222222,19.07777778,17.95,19.71555556,19.985,20.30625,19.76,21.24393345,20.04089084,21.03203163
Punjab_Mansa,8.184285714,8.595,9.395,9.805384615,9.963076923,10.36454545,10.13545455,10.64181818,11.06166667,9.953333333,12.19111111,11.855,12.17555556,14.876,13.74,14.68748362,13.19340617,14.0853738
Punjab_Moga,12.195,12.9,14.35,14.65,15.225,15.5,15.75,19.17,19.7,18.965,18.7,19.615,20.055,28.68,21.7,26.14758106,21.74019326,22.1746481
Punjab_Muktsar,3.218888889,2.568888889,2.492222222,2.271111111,2.418888889,2.626666667,2.102222222,3.0275,3.462222222,3.74,3.784444444,3.796666667,3.924444444,3.51125,3.5825,3.757090462,3.596234563,3.882319162
Punjab_Patiala,11.34153846,11.85615385,12.73916667,13.0675,13.40666667,11.83461538,13.32615385,13.93692308,14.06846154,17.55230769,18.97416667,19.5325,21.14166667,19.33818182,18.60272727,20.33831693,19.05370296,20.01767136
Punjab_Rupnagar,6.396923077,6.606153846,6.445384615,5.709230769,6.750769231,6.026923077,5.883846154,6.350769231,6.384166667,7.401666667,6.087272727,6.497272727,5.986,7.039,6.71,5.963507454,5.768103587,7.224195262
Punjab_Sahibzada Ajit Singh Nagar,5.82125,6.59,6.82625,6.606666667,4.736,6.015,6.538571429,7.435714286,4.26,6.048571429,5.32375,6.35,4.937142857,3.775,3.936666667,4.506758264,4.838623978,4.618103384
Punjab_Sangrur,15.03428571,16.29,18.39714286,18.30714286,18.88,19.87833333,20.80833333,22.726,24.3,25.4525,26.56,27.1575,32.46333333,29.9725,30.695,28.83748164,26.68394409,27.92258646
Punjab_Shahid Bhagat Singh Nagar,16.03285714,17.30857143,18.45714286,18.46285714,18.71428571,20.766,21.174,22.038,21.726,17.00333333,15.04,16.90666667,16.11666667,16.67333333,15.53,18.0178838,15.38690538,17.48618338
Punjab_Tarn Taran,11.26333333,11.18333333,7.18,7.096666667,7.636666667,10.28,10.97,11.415,11.6,11.71,12.215,12.215,12.215,18,11.42,16.36717388,12.92622763,13.59643757
Rajasthan_Ajmer,9.084242424,8.924242424,10.47181818,10.59848485,11.5490625,8.7809375,6.553225806,6.27516129,7.301935484,5.776774194,6.839310345,8.576551724,6.923448276,7.541111111,5.384615385,7.629517456,5.801136744,7.706371039
Rajasthan_Alwar,19.15432432,20.37685714,21.44685714,21.71685714,22.66235294,24.1678125,24.67814815,24.44357143,25.89428571,27.60111111,28.1525,28.20583333,31.04125,32.37904762,32.79952381,30.26775194,29.01121051,30.21063173
Rajasthan_Banswara,4.265357143,3.798928571,3.843571429,5.505714286,4.498214286,4.7025,3.077857143,3.661785714,2.646428571,4.174642857,3.210714286,1.607142857,2.000357143,4.45,4.882857143,3.850329045,4.378907667,3.865453031
Rajasthan_Baran,5.630454545,5.450454545,5.235,6.400909091,6.6665,6.3405,5.0055,6.574285714,4.414285714,4.002857143,5.387142857,4.293,5.076,4.086,4.8535,4.303498031,4.321551823,4.308582639
Rajasthan_Barmer,33.12770492,29.26175439,29.00935484,28.70934426,29.58466667,30.87368421,29.96183333,30.78343284,30.63402985,30.6119403,30.62716418,31.6785,28.45035714,29.45056604,28.96019231,30.58761374,29.47416112,30.58578597
Rajasthan_Bharatpur,7.988181818,8.455454545,10.28939394,9.188484848,9.796363636,8.9828125,11.221875,9.879032258,9.789032258,11.57645161,12.36645161,12.04933333,12.29366667,12.2675,12.57043478,12.70125174,11.73500177,12.64616819
Rajasthan_Bhilwara,10.19657143,7.943142857,9.929714286,12.12314286,12.37457143,9.313939394,9.533333333,7.310909091,7.644545455,6.703030303,9.965757576,10.61666667,6.364242424,9.400909091,7.54969697,8.836619382,7.599027788,8.996488139
Rajasthan_Bikaner,47.35655738,47.40327869,47.49934426,46.9677193,45.74,45.12285714,46.35574074,44.73698113,47.69132075,47.34396226,47.36641509,46.5212,45.4287234,45.79891304,41.26357143,48.7741543,43.62561524,47.46548594
Rajasthan_Bundi,7.097777778,5.770555556,6.891111111,6.872777778,8.065,8.295294118,5.783125,5.174705882,4.842352941,3.432,3.449333333,2.631428571,3.545,3.518571429,2.993571429,3.788194483,3.199287656,3.860331339
Rajasthan_Chittaurgarh,10.09588235,7.43,10.34470588,12.11411765,11.37,9.463529412,6.611764706,7.127058824,5.577058824,5.928235294,9.335882353,8.282941176,5.302941176,8.612352941,4.611764706,8.057209181,4.826312333,8.61618285
Rajasthan_Churu,35.11675676,35.64108108,35.30567568,35.21783784,35.63470588,35.98529412,35.92147059,37.17647059,36.6315625,37.2209375,37.05636364,38.655,38.60172414,37.26068966,37.05586207,37.34722868,35.93265693,36.9416378
Rajasthan_Dausa,21.04826087,22.90956522,24.13304348,24.25086957,27.89304348,27.82043478,27.06869565,28.15555556,27.25833333,31.47235294,33.220625,33.595,36.825,35.93285714,36.90928571,32.95918905,34.57587476,32.7776898
Rajasthan_Dhaulpur,13.53,13.71833333,14.5775,15.79833333,14.605,14.13583333,16.08166667,15.2975,14.26666667,16.34666667,17.7575,17.42833333,19.65833333,21.31,21.00583333,20.05129725,20.14220698,19.34558316
Rajasthan_Dungarpur,4.875238095,2.736666667,4.456666667,7.926666667,5.193809524,5.386190476,3.593333333,3.338571429,3.386190476,4.93047619,5.387619048,3.16952381,2.6305,6.3865,4.9735,5.449097731,4.993033949,5.24756848
Rajasthan_Ganganagar,14.45710526,14.44578947,14.00421053,13.74605263,13.62210526,13.23552632,13.12131579,13.51052632,14.15,12.54789474,12.50368421,12.68921053,12.06055556,12.51314286,12.69911765,13.19639313,13.43762086,13.29125602
Rajasthan_Hanumangarh,18.13542857,18.23085714,18.27457143,18.16514286,18.87971429,19.68428571,18.44685714,18.494,18.77314286,18.66342857,18.32571429,18.764,18.69057143,17.55714286,18.46542857,17.79330537,16.9950018,18.08722004
Rajasthan_Jaipur,23.98511628,25.90613636,27.07704545,27.98636364,30.23452381,29.94095238,30.82975,30.33473684,29.67153846,29.25432432,30.40117647,29.72470588,29.67966667,31.25214286,30.98107143,31.1386437,30.39687494,30.97283364
Rajasthan_Jaisalmer,36.37034483,32.18673469,33.64877551,34.8538,33.9172549,34.20462963,34.098,38.07295082,37.01983871,39.38688525,39.0557377,38.43983051,38.33745098,38.84568627,37.98857143,37.83245975,36.9896633,36.96407267
Rajasthan_Jalor,19.636,17.245,17.951,21.001,21.305,24.365,21.49,23.898,24.323,25.137,23.361,21.141,20.209,22.589,22.664,23.794595,22.65173306,23.69233046
Rajasthan_Jhalawar,8.862857143,5.171785714,8.191724138,8.964482759,8.366551724,9.164137931,6.048928571,6.916785714,4.31037037,6.312222222,6.883333333,5.576666667,3.734444444,5.093703704,4.806666667,5.684488108,4.95733074,5.671490568
Rajasthan_Jhunjhunun,49.62857143,49.60642857,51.56571429,52.75428571,53.32071429,54.27571429,56.80071429,58.35214286,57.14142857,58.12285714,60.90642857,62.93785714,67.27571429,68.05571429,68.07714286,61.56136959,49.00469619,60.1527998
Rajasthan_Jodhpur,27.91520833,26.13921053,25.94463415,26.7965,29.39209302,27.48179487,29.45738095,29.78294118,30.50843137,30.94372549,29.68604167,27.20521739,27.57131579,28.49540541,27.58657143,29.0452736,28.2159249,29.94163574
Rajasthan_Karauli,13.23944444,16.05666667,15.96888889,15.22882353,16.51294118,14.15647059,13.18529412,11.92375,10.541875,11.765625,13.38625,12.125,14.584375,14.7375,14.8625,14.28046459,14.1650427,14.74989408
Rajasthan_Kota,6.475625,6.1625,7.501875,6.10375,8.022941176,8.768235294,6.481764706,6.472941176,6.183125,6.1425,7.07875,6.40875,3.683125,4.751333333,5.204666667,5.372061035,5.172314694,5.650048214
Rajasthan_Nagaur,33.40052632,33.12057143,34.07028571,32.75310345,32.55821429,31.50962963,31.67545455,34.21511628,33.80488372,34.32395349,34.8797619,35.20097561,35.71363636,35.65125,35.99387097,35.88813364,35.15482026,36.04903088
Rajasthan_Pali,13.79846154,11.99423077,10.93925926,11.86259259,13.60185185,12.2336,12.4924,11.89037037,12.80592593,12.25,11.89296296,9.988148148,7.474347826,9.07,8.816956522,9.445260379,9.1567026,10.19129601
Rajasthan_Pratapgarh,6.314,3.126666667,4.291333333,6.877333333,6.608,6.616428571,3.154285714,4.872666667,2.545333333,5.016,4.262,2.273333333,2.336,4.920666667,5.396666667,4.4357163,4.985561251,4.446257005
Rajasthan_Rajsamand,7.66,5.610666667,6.382333333,11.41566667,10.866,7.6,5.585,5.825666667,5.618,6.781333333,6.298666667,4.72,3.945517241,8.199655172,7.82862069,6.924348521,6.955899304,7.141256316
Rajasthan_Sawai Madhopur,10.09045455,11.75090909,12.83136364,10.2755,11.11526316,8.574444444,6.974705882,6.488823529,5.955294118,6.652222222,8.592777778,7.879444444,10.06444444,9.481111111,8.843333333,9.465620239,6.476267217,9.308414543
Rajasthan_Sikar,39.30965517,40.38482759,41.38655172,42.20517241,44.0162069,46.2825,45.79964286,46.58392857,47.53714286,47.46076923,48.94,51.96692308,53.45115385,53.34416667,55.41904762,49.59713954,50.22599204,48.30523136
Rajasthan_Sirohi,12.2536,6.8624,6.868,11.6244,13.55791667,15.01913043,7.993636364,8.456086957,10.79391304,11.48652174,9.551666667,9.121818182,6.499473684,11.54421053,12.37375,10.47577739,6.802418698,11.6727913
Rajasthan_Tonk,9.1335,10.14611111,11.455,9.462777778,11.10111111,10.4205,7.0455,7.482631579,6.183888889,5.905294118,8.030555556,6.602105263,5.678333333,6.840555556,4.234375,7.176909144,4.585696071,7.136003106
Rajasthan_Udaipur,6.185555556,4.016304348,5.169782609,7.678913043,8.352173913,6.527173913,4.530454545,4.75,3.908,4.542307692,4.789487179,3.023333333,3.505384615,7.404871795,7.238421053,4.017159693,6.328503216,5.897583486
Tamil Nadu_Ariyalur,4.196,4.76,5.816,6.81,6.77,3.832,2.618,3.952,3.958,8.358,9.64,9.292,8.888,11.342,7.778,10.41590392,7.381556034,10.4478185
Tamil Nadu_Chennai,3.365,3.027857143,3.287272727,2.932,3.3,3.228888889,2.519,3.845454545,4.030909091,3.327,5.555,3.905555556,4.336,6.294545455,5.276,5.442040562,5.028898813,5.302509297
Tamil Nadu_Coimbatore,17.48923077,17.39916667,11.9478125,13.02612903,15.28133333,15.61393939,12.1583871,11.83138889,15.64894737,17.23842105,14.06459459,18.84921053,18.77058824,16.12870968,12.92212121,16.92640275,13.96808031,16.84389198
Tamil Nadu_Cuddalore,21.63533333,12.799,13.33966667,12.60321429,13.36827586,12.24766667,15.37666667,12.98,11.53137931,12.18965517,15.3164,15.6764,17.4773913,12.2112,9.906086957,16.43616475,11.18420003,15.447052
Tamil Nadu_Dharmapuri,4.716315789,6.511578947,10.08947368,8.797222222,11.27833333,11.14777778,6.840555556,7.831052632,8.501578947,15.65222222,9.382222222,13.02722222,10.569375,11.83294118,8.578823529,11.70916462,9.328049799,11.64313128
Tamil Nadu_Dindigul,7.201515152,6.467272727,8.14,5.801212121,8.9128125,7.81,5.8190625,6.4753125,9.82030303,11.7303125,11.41451613,12.4,8.539655172,11.36766667,10.73333333,10.27418944,8.79198193,10.91699029
Tamil Nadu_Erode,6.752702703,5.801944444,5.581666667,5.973333333,6.889714286,5.583636364,5.959090909,7.993333333,8.645405405,11.95,6.764054054,10.5527027,9.403888889,6.638571429,5.657027027,7.022443746,7.423649237,7.062845215
Tamil Nadu_Kancheepuram,2.435142857,2.934285714,2.393225806,3.44,4.266129032,3.776129032,2.64625,2.997096774,3.16625,3.27125,2.9903125,4.432121212,2.87,5.026969697,4.595,4.675678526,4.233992506,4.584481589
Tamil Nadu_Kanniyakumari,9.22047619,7.454285714,6.6605,7.8525,8.373,7.969,8.177,9.2435,7.655714286,6.737142857,5.82952381,6.28625,7.128333333,6.68,6.023333333,6.982298759,5.783037097,6.939319553
Tamil Nadu_Karur,13.84769231,5.739090909,6.050909091,6.785454545,6.158181818,6.138888889,4.725555556,5.55,8.399090909,10.11363636,7.921666667,7.691818182,7.076363636,7.640833333,6.763333333,7.80544449,6.789015625,7.82576701
Tamil Nadu_Krishnagiri,5.176666667,7.796666667,12.40846154,11.635,10.43521739,11.40272727,9.340769231,11.8348,11.90846154,14.5473913,12.00521739,12.63263158,10.07055556,12.05842105,12.1255,11.64044085,10.92984113,12.29212748
Tamil Nadu_Madurai,5.719473684,6.114210526,5.407894737,4.65875,7.856,5.435333333,4.756666667,6.124375,8.17,10.65368421,7.620526316,8.568888889,9.198125,6.931333333,7.243846154,7.355906819,7.04602573,7.204861304
Tamil Nadu_Nagappattinam,1.4525,2.92375,2.9525,3.3,3.21625,3.36375,1.94625,3.0075,4.53125,5.31,3.02125,4.5925,5.86625,3.72125,3.605,4.034159997,4.393178252,4.204376047
Tamil Nadu_Namakkal,6.010322581,6.305483871,9.221,6.811333333,11.59689655,8.86037037,7.165769231,9.743076923,9.82,11.83413793,8.696428571,9.466071429,6.567083333,8.920384615,7.39962963,8.831238883,7.471920272,9.410562518
Tamil Nadu_Perambalur,3.388333333,3.595,4.275833333,6.167,6.805,5.905,3.669,4.270909091,6.306923077,8.174615385,7.129166667,8.116666667,7.351666667,8.323333333,6.710833333,7.582006692,6.80726566,7.903858331
Tamil Nadu_Pudukkottai,3.8503125,4.10516129,4.928,4.064333333,5.202666667,4.389666667,3.531,3.704666667,7.403225806,6.877419355,4.385483871,6.186451613,6.520344828,6.016071429,3.759310345,6.063545947,5.008879092,6.002922369
Tamil Nadu_Ramanathapuram,5.37125,5.65625,6.794583333,4.543333333,5.879130435,6.020434783,4.67173913,5.016086957,6.16826087,6.554782609,5.035,6.594782609,6.745217391,6.511363636,6.435714286,6.297947498,5.680717298,6.35198781
Tamil Nadu_Salem,6.676097561,5.59175,6.167105263,6.646578947,9.518378378,8.113333333,6.718461538,8.448684211,10.21526316,12.62486486,7.576842105,12.54371429,10.27470588,11.42032258,8.313714286,11.15445981,8.664762865,11.22867883
Tamil Nadu_Sivaganga,5.169545455,6.241904762,6.51,5.381428571,6.654210526,5.085,5.014285714,5.2075,8.090952381,8.593333333,6.764090909,8.098181818,8.543181818,9.948095238,9.934761905,8.964501908,8.935651285,9.257211365
Tamil Nadu_Thanjavur,2.72,3.469230769,4.007692308,4.085,4.874,3.3204,3.549230769,3.747307692,4.7412,6.282173913,3.014347826,5.262173913,4.597272727,3.953181818,3.627142857,4.692438914,4.610189497,4.543700287
Tamil Nadu_The Nilgiris,3.894444444,3.663333333,3.675555556,4.108888889,4.05,3.972222222,2.557777778,4.665555556,5.175555556,4.921111111,4.878888889,3.525714286,2.548571429,4.434444444,3.817777778,3.873234136,4.246716317,4.083240163
Tamil Nadu_Theni,9.135714286,9.92,9.032,7.533333333,11.764,9.631333333,6.026666667,9.376428571,14.50142857,13.87928571,9.093333333,10.738,10.09333333,7.32,10.24214286,8.861733121,9.712315081,8.667276845
Tamil Nadu_Thiruvallur,3.535909091,2.925909091,2.833636364,4.031904762,5.39,2.742857143,2.683809524,2.6005,2.6385,4.3355,3.943,4.3365,3.6095,4.3985,3.6915,4.40269692,3.768604644,4.201683493
Tamil Nadu_Thiruvarur,1.525,1.745,2.299,2.486,2.062,2.183,2.05,3.575,4.415,4.283,4.118888889,4.815555556,5.24,5.4525,3.02,5.035355212,3.823564795,4.884003826
Tamil Nadu_Thoothukkudi,6.796470588,3.060294118,3.856176471,3.008823529,5.2296875,4.538484848,3.710606061,4.469090909,6.143030303,7.0328125,3.579032258,5.639,7.316666667,4.407,4.170333333,5.004458468,4.406633161,4.724671135
Tamil Nadu_Tiruchirappalli,3.625185185,4.167777778,6.422962963,5.358076923,6.980384615,6.196153846,3.982692308,4.798846154,6.965185185,8.537777778,4.626296296,8.180384615,7.640384615,6.9284,6.738846154,7.266640713,6.65788517,7.035648577
Tamil Nadu_Tirunelveli,7.764528302,4.000576923,4.040192308,3.722156863,5.748039216,6.990384615,5.064901961,6.230392157,8.062352941,8.230196078,2.9514,6.7504,9.39755102,5.996938776,4.65326087,6.48317432,5.637827637,6.339293026
Tamil Nadu_Tiruppur,9.188974359,6.908717949,8.118717949,6.211025641,8.384358974,8.055,6.04,7.718157895,10.82076923,11.77487179,8.561578947,11.32210526,9.226216216,7.267567568,7.604210526,7.889645291,7.916780921,8.304208836
Tamil Nadu_Tiruvannamalai,5.902962963,7.561851852,4.968076923,5.1264,5.825384615,5.334615385,4.1924,3.490833333,5.943478261,7.835833333,2.980416667,6.137916667,4.5844,7.203333333,4.9775,6.535793796,6.134399375,6.932932609
Tamil Nadu_Vellore,9.663846154,8.52372549,9.2762,9.640625,10.380625,8.545333333,7.603111111,8.196521739,8.772173913,10.45347826,8.254,8.876666667,6.13925,8.982682927,8.371162791,8.653546152,7.00597718,9.410772766
Tamil Nadu_Viluppuram,2.7455,2.6015,2.575,3.872,5.585128205,3.751,2.791282051,3.087435897,4.228974359,6.229,5.4885,6.46775,5.188888889,5.023333333,4.001621622,5.207075301,4.715198778,5.259264661
Tamil Nadu_Virudunagar,6.9625,5.671578947,4.535263158,3.591176471,7.448823529,6.513684211,5.1265,5.23,7.6865,9.544,6.311666667,7.757058824,8.789411765,7.425294118,6.205625,7.456385186,6.58766966,7.851137767
Telangana_Adilabad,4.134893617,4.029787234,5.665957447,6.667659574,7.153404255,4.035531915,5.083617021,4.994042553,3.929130435,5.472,6.621555556,4.563095238,5.83,6.066,4.95275,5.629964078,4.990506316,5.624139564
Telangana_Hyderabad,3.651764706,5.556470588,5.924117647,5.277058824,6.313529412,5.558125,8.745625,11.67125,7.599375,14.48466667,17.75571429,8.27,6.889285714,9.979285714,8.875384615,9.811243833,9.18475336,9.929208317
Telangana_Karimnagar,4.938235294,3.682941176,4.52,5.167647059,7.642352941,3.556764706,6.401764706,5.55,3.197647059,6.292121212,7.4415625,4.711875,6.86375,6.910967742,3.592258065,6.748433924,5.552790102,6.71095002
Telangana_Khammam,3.159069767,4.408372093,4.516976744,4.362325581,6.747209302,3.449767442,4.960465116,2.764883721,3.094651163,4.748837209,4.592954545,4.617727273,4.298863636,5.289302326,4.22547619,4.911650809,4.331849743,4.947981401
Telangana_Mahbubnagar,4.983055556,6.44,5.821944444,6.541388889,5.705833333,4.271944444,6.824848485,7.630645161,6.135,9.744814815,11.29074074,10.12423077,8.813461538,9.903478261,8.342272727,9.762858814,8.180122606,9.552343426
Telangana_Medak,10.60909091,9.925,10.38409091,8.030909091,10.225,8.032857143,9.561904762,9.085238095,7.474285714,12.09666667,14.69238095,9.840952381,10.191,17.51421053,13.07166667,15.00660816,12.45904342,13.36955017
Telangana_Nalgonda,4.608,5.32575,4.74575,5.32,5.65875,4.92,5.871081081,8.437297297,5.171081081,6.410294118,9.643529412,4.992727273,5.233125,6.698064516,5.033548387,6.803928034,5.459744018,6.748702072
Telangana_Nizamabad,7.933571429,6.753571429,6.935714286,7.587857143,10.56357143,7.713333333,7.41,7.998076923,7.0664,10.4608,12.58608696,8.397272727,10.09619048,11.0295,7.94,11.00822124,8.916431425,10.41706429
Telangana_Ranga Reddy,5.5138,7.8828,7.791,7.380816327,7.515306122,5.851875,9.874042553,9.669787234,6.296595745,11.57297872,12.96723404,9.17,8.377333333,12.79181818,10.0847619,11.93102563,11.53332114,12.11533346
Telangana_Warangal,4.569,5.17175,5.38375,5.6945,8.0075,4.126216216,6.343888889,5.622222222,4.653611111,7.261666667,8.218333333,5.592571429,4.943529412,8.1221875,4.8225,7.252718081,5.726421437,7.307645203
Tripura_Dhalai,2.115,2.33,1.6675,2.42,2.5825,2.32,2.27,2.3475,3.3475,3.415,3.2575,1.683333333,1.543333333,1.54,1.633333333,1.698237479,2.299791092,1.685650183
Tripura_North Tripura,3.614,2.576,2.296,3.116,4.166,3.264,3.126,2.792,4.32,3.626,4.282,3.39,2.108,2.374,2.942,3.43773003,2.8479566,2.831798063
Tripura_South Tripura,3.346666667,3.72,3.342,3.574,3.548,2.855,2.82,3.234,3.043333333,2.615,2.538333333,2.69,1.656666667,1.816666667,2.146666667,1.831031804,2.289178362,1.868642281
Tripura_West Tripura,2.655714286,2.909285714,2.702857143,3.055714286,3.215714286,3.368461538,3.179285714,3.597142857,3.25,2.800769231,2.336666667,2.638333333,3.112727273,3.089090909,2.633,2.997330066,3.114943288,3.028046405
Uttar Pradesh_Agra,12.75545455,14.60818182,14.37909091,14.06454545,15.91818182,15.49727273,15.49444444,15.83375,15.24714286,15.48,17.47,16.04857143,15.59166667,12.414,11.63,15.74844535,13.22849335,15.72020615
Uttar Pradesh_Aligarh,5.618461538,6.387692308,5.745384615,5.989230769,6.880769231,6.786923077,6.110769231,6.86,6.67,6.809166667,6.778181818,6.67,7.221,6.828,7.751111111,6.956103818,6.939771208,6.949432447
Uttar Pradesh_Ambedkar Nagar,3.615,5.781666667,4.955,4.716666667,4.73,4.633333333,4.273333333,5.358333333,3.775,4.42,5.182,5.268,5.6425,5.523333333,3.93,5.256582705,4.157741159,5.131890655
Uttar Pradesh_Auraiya,3.949090909,4.540909091,5.222727273,4.085454545,4.86,4.337272727,4.299,3.918,3.785,4.278,5.282,4.846666667,5.364444444,4.054444444,4.47625,4.778993691,4.416881688,4.205991013
Uttar Pradesh_Faizabad,2.385555556,2.792222222,3.211111111,2.085555556,2.517777778,3.311111111,2.943333333,3.421111111,2.553333333,3.363333333,4.475555556,4.47,3.91375,3.4425,3.448571429,3.818427426,3.65433607,3.780008153
Uttar Pradesh_Azamgarh,3.033913043,3.957391304,3.806521739,3.026086957,4.534545455,4.685,3.684545455,4.307142857,3.28952381,3.428181818,5.171818182,3.537272727,5.181818182,4.969090909,3.834761905,4.884907455,3.741564067,4.826701778
Uttar Pradesh_Baghpat,12.89,12.89,12.89,12.8,12.8,16.95,17.3,17.3,22.4,21.5,19.05,24.35,24.35,24.35,25.9,23.74620236,23.3024034,23.64999642
Uttar Pradesh_Bahraich,4.368421053,4.531578947,4.591666667,3.982222222,3.970555556,4.346315789,4.434210526,4.781052632,5.086666667,4.360588235,4.855294118,4.661764706,4.350666667,3.486153846,3.608333333,3.982017917,3.81777765,4.162224004
Uttar Pradesh_Ballia,4.075454545,4.100454545,4.165,3.044545455,5.25,4.594285714,4.352380952,4.765714286,3.66,4.512777778,4.907058824,2.284117647,4.420555556,4.394444444,2.180588235,4.255715352,2.720854824,4.082148957
Uttar Pradesh_Balrampur,2.805714286,3.375,3.084285714,2.864285714,2.566428571,2.700714286,3.410714286,3.45,2.780714286,2.377692308,4.34,3.039230769,3.164615385,3.586923077,3.36,2.815615035,3.285270472,2.992456459
Uttar Pradesh_Banda,6.1525,7.792608696,7.265,10.64913043,10.53208333,10.74666667,7.986666667,8.426956522,5.569047619,6.148095238,7.381,6.8735,7.425789474,7.488421053,7.624,7.66561611,6.937770158,7.700912689
Uttar Pradesh_Barabanki,3.798709677,5.208064516,5.056451613,4.015806452,4.360645161,4.829677419,4.494814815,4.634814815,4.751538462,4.044,5.576666667,5.704166667,4.87,4.540434783,4.5875,4.693947526,4.507919285,4.724487444
Uttar Pradesh_Bareilly,4.798181818,5.598181818,5.084545455,5.018181818,6.146363636,4.983,5.184,6.144545455,5.689,6.01,7.085,6,6.074285714,4.66,5.478333333,5.313243918,5.377692223,5.531379294
Uttar Pradesh_Basti,2.321,3.462,2.769,2.325,2.267,2.397,2.914,2.694,2.635,3.316,3.356,3.25,3.132,3.84,2.9425,3.399124721,3.286395486,3.344778628
Uttar Pradesh_Bijnor,4.714285714,7.327142857,5.82,6.152857143,5.667142857,5.121428571,6.17,5.1075,4.885,5.353333333,5.823333333,7.41,7.595,6.635,6.975,6.885278902,6.448659327,6.223228316
Uttar Pradesh_Budaun,4.666,5.23,5.502,5.502,6.072,4.816,4.095,4.96,3.865,5.045,4.555,4.555,4.555,4.360175405,4.286156652,4.274308271,4.515425735,4.226157174
Uttar Pradesh_Bulandshahr,5.808461538,6.556153846,7.550769231,8.253846154,8.96,8.351538462,7.39875,7.84,8.115714286,8.182857143,8.721666667,8.056666667,9.205,8.69,7.255,9.087773497,7.246996038,9.072281075
Uttar Pradesh_Chandauli,5.359166667,5.0725,5.636666667,3.601818182,4.729166667,5.590833333,4.3725,4.750909091,3.321818182,4.538181818,4.374545455,2.59,3.594545455,4.61,3.694545455,4.398751568,3.758721548,4.460943043
Uttar Pradesh_Chitrakoot,9.155333333,11.11666667,10.78666667,12.438,12.57533333,12.89666667,11.62533333,11.398,6.275,7.810909091,10.63909091,11.40363636,11.99,11.38111111,11.39888889,11.33205232,10.46741403,11.1498876
Uttar Pradesh_Deoria,2.16625,2.33375,2.09,2.18125,3.75625,2.70625,3.1,3.00125,1.582857143,1.075714286,3.09,3.69,3.475714286,3.481428571,2.027142857,3.539041959,3.24500982,3.426266762
Uttar Pradesh_Etah,3.956666667,5.2,6.12,5.175,6.513333333,5.665,4.6375,5.54,5.3325,6.525,6.935,7.3225,7.68,7.6725,12.43,7.55389654,6.786691932,7.500541201
Uttar Pradesh_Etawah,20.146,20.48,19.674,19.258,20.478,19.866,19.72,19.705,13.41,13.17666667,17.90333333,13.9,14.76666667,14.51,13.9,15.11843883,14.03991465,15.70005549
Uttar Pradesh_Farrukhabad,7.0275,6.915,8.6325,7.98,8.435,7.615,5.72,7.24,6.725,7.685,8.005,7.58,7.055,6.105,2.93,6.671900177,3.758969076,6.579839492
Uttar Pradesh_Fatehpur,9.7536,11.146,12.906,12.4926087,12.26833333,13.24375,12.30782609,11.78454545,7.75,9.784666667,10.56466667,10.30333333,9.834285714,9.406153846,9.905833333,9.541363656,8.586055246,9.882571233
Uttar Pradesh_Firozabad,4.0275,4.455,4.4825,3.63,5.1175,5.2125,5.2425,5.1775,4.865,4.605,4.665,5.2325,4.82,4.915,4.625,4.861523881,4.453880692,4.830425281
Uttar Pradesh_Gautam Buddha Nagar,10.68,14.655,11.965,13.68,13.69,13.52,15.76,15.1,15.25,16.1,15.7,15.22,15.98,16.12,17.04,16.03108735,15.44329311,16.49542748
Uttar Pradesh_Ghaziabad,4.683333333,6.306666667,5.77,6.053333333,5.671666667,7.114,7.076,6.93,7.786666667,4.43,4,4,8.75,8.75,8.75,8.033869248,7.827053984,7.818750741
Uttar Pradesh_Ghazipur,5.59375,5.143333333,5.262916667,4.810416667,6.875,6.865416667,6.183913043,6.933043478,5.663636364,5.820526316,6.74,3.637058824,5.360555556,5.987222222,5.494375,5.8832884,5.199880099,6.004149082
Uttar Pradesh_Gonda,2.547857143,4.614285714,3.977142857,3.262857143,3.152142857,2.628181818,2.592222222,2.72,2.472,3.101111111,3.56375,3.49875,3.42875,3.542857143,3.01,3.313623451,3.105243232,3.360940891
Uttar Pradesh_Gorakhpur,2.372857143,2.554285714,2.335714286,2.214285714,3.292857143,3.374285714,3.782857143,3.234285714,2.24,2.458333333,3.606666667,3.562,3.9075,4.56,3.57,3.841320665,3.564159322,4.045661432
Uttar Pradesh_Hamirpur,7.669444444,10.28166667,12.74611111,14.56611111,13.91444444,15.95722222,12.67722222,11.80333333,10.150625,9.542857143,10.84857143,8.71,10.86,11.75,12.1775,11.3273488,10.62338048,12.24095007
Uttar Pradesh_Hardoi,3.2944,3.6812,4.2432,3.084583333,3.8712,3.1596,3.2996,3.8384,4.0275,4.843636364,4.987619048,4.692857143,5.384736842,4.450555556,4.582941176,4.597067942,4.4975855,4.273837291
Uttar Pradesh_Jalaun,7.677083333,8.394782609,10.45695652,9.460434783,10.00583333,9.11,8.699444444,9.409473684,7.651578947,8.623157895,11.02388889,11.92888889,12.36055556,11.06882353,11.02529412,11.72341592,9.891960536,10.65483286
