State,Pre_2005,Pre_2006,Pre_2007,Pre_2008,Pre_2009,Pre_2010,Pre_2011,Pre_2012,Pre_2013,Pre_2014,Pre_2015,Pre_2016,Pre_2017,Pre_2018,Pre_2019,Pre_2020,Pre_2021,Pre_2022
Punjab_Hoshiarpur,12.11071429,12.48785714,13.11928571,12.02384615,11.69769231,12.24615385,12.345,13.18384615,14.44076923,13.23461538,13.95769231,12.66166667,14.40166667,14.83333333,14.28416667,14.25943493,14.30905021,13.88426751
Punjab_Jalandhar,16.572,17.135,16.952,19.147,17.76,17.493,19.024,17.083,20.187,19.622,19.992,22.036,21.987,22.919,21.962,19.27037366,21.86593572,19.93341708
Punjab_Kapurthala,12.60714286,12.62142857,12.39571429,13.40142857,13.50571429,14.06142857,14.29428571,15.12428571,14.95714286,14.09714286,17.314,18.67,19.798,19.98,19.51666667,19.67761444,19.05145966,19.00524289
Punjab_Ludhiana,13.80272727,14.53545455,15.52,16.71111111,16.28454545,17.90272727,18.08181818,18.654,18.444,18.62777778,18.71888889,18.82111111,19.94222222,19.92875,20.52,19.59251473,20.74163057,19.43021395
Punjab_Mansa,8.352142857,8.095714286,8.758571429,9.344285714,9.74,10.49769231,10.69090909,10.32,11.10083333,11.23181818,11.41555556,11.93,12.97,12.84777778,13.022,12.75257078,13.10189797,12.71124657
Punjab_Moga,12.375,13.5,12.995,13.8,14.37,14.91,15.075,16.1,17.33,17.27,18.7,18.35,19.315,24.83,21.7,22.76508,21.58120868,21.82594113
Punjab_Muktsar,3.101111111,2.972222222,2.361111111,2.757777778,2.195555556,3.478888889,1.871111111,2.765,2.9825,3.456666667,4.052222222,3.805555556,4.072222222,3.835714286,5.93,3.946264929,5.296129921,3.93199978
Punjab_Patiala,13.42538462,11.27076923,12.16384615,13.67833333,13.4875,14.72916667,12.46846154,13.43384615,13.46846154,16.26307692,16.97333333,17.135,19.90333333,20.196,18.48454545,18.89129582,18.80546834,19.16356001
Punjab_Rupnagar,6.694615385,7.326153846,7.123846154,7.136153846,6.978461538,7.346153846,6.466923077,6.862307692,6.746923077,7.429166667,7.7775,7.014545455,6.938,8.592,8.283,8.072103649,8.197474078,7.928487526
Punjab_Sahibzada Ajit Singh Nagar,6.6425,6.9325,7.245,8.427142857,7.406666667,8.063333333,7.266666667,8.031428571,7.51,6.064285714,6.14,6.30375,5.982857143,6.168333333,5.063333333,5.77013307,6.523508586,6.016899419
Punjab_Sangrur,15.06714286,15.36428571,16.25857143,17.83,18.47571429,19.55142857,20.37166667,21.648,22.566,24.3025,26.445,26.3125,27.1275,31.68333333,29.89,29.30844726,34.8838709,27.48098153
Punjab_Shahid Bhagat Singh Nagar,14.83428571,16.97428571,18.33714286,18.47428571,18.86142857,18.80571429,21.28,21.836,22.158,22.338,15.86,17.01666667,17.52666667,15.79666667,15.80666667,16.99863305,16.56510128,17.51020659
Punjab_Tarn Taran,11.64666667,11.57333333,7.11,7.15,7.373333333,8.273333333,10.65,10.305,12.47,11.24,12.215,12.215,12.215,12.215,18,12.20323721,15.41052725,12.38564207
Rajasthan_Ajmer,11.7965625,12.14393939,11.50818182,11.67030303,11.6371875,14.195,10.77806452,9.621935484,8.579354839,9.791935484,8.392333333,9.364137931,8.764137931,9.054444444,9.693846154,8.88181766,10.04380735,9.330695872
Rajasthan_Alwar,20.38666667,20.02742857,21.13828571,21.44228571,23.10205882,24.376,24.448,26.3075,26.73428571,27.14892857,28.6488,29.59791667,31.89875,33.07571429,35.58047619,32.22039032,35.95381071,32.56933763
Rajasthan_Banswara,4.903076923,6.536071429,6.210357143,5.274285714,8.528571429,7.048928571,6.904285714,6.8125,6.389642857,6.631785714,6.025357143,7.533928571,6.902142857,6.645357143,6.559642857,6.740547912,6.565353855,6.715283228
Rajasthan_Baran,8.934210526,8.255,8.285,7.810909091,8.189090909,7.528,7.465555556,7.020952381,6.912380952,6.461428571,5.325714286,7.3695,7.2155,6.5625,7.2125,6.961182335,6.70839496,6.822323413
Rajasthan_Barmer,31.57237288,32.53416667,29.60684211,29.78435484,29.45311475,30.52066667,30.49666667,31.34848485,32.03926471,32.33537313,30.93149254,31.08242424,29.54839286,29.71188679,29.34307692,31.83243609,37.43236188,30.77680115
Rajasthan_Bharatpur,9.280606061,8.955757576,9.982424242,10.78878788,9.803030303,11.01787879,10.420625,11.011875,11.50580645,11.74225806,12.45193548,12.55766667,11.77866667,13.12541667,12.85208333,12.5660624,12.79995416,12.65595608
Rajasthan_Bhilwara,12.95542857,12.956,11.02,11.25028571,14.33085714,15.86264706,13.4778125,13.48545455,12.66666667,10.10878788,10.63727273,12.17212121,11.04,13.44818182,13.40242424,12.77762947,13.4356767,12.82422709
Rajasthan_Bikaner,47.535,47.58557377,47.07278689,48.18262295,46.13175439,44.98636364,45.95053571,45.54796296,46.82584906,47.0509434,47.70886792,47.75230769,45.73531915,45.37468085,42.96285714,44.33561256,46.15906065,42.23680973
Rajasthan_Bundi,9.062941176,9.316666667,7.628888889,8.400555556,8.518333333,9.537058824,9.41,6.975625,7.393529412,4.860666667,4.414,5.955714286,5.549285714,4.621428571,5.514285714,4.989153994,5.318758877,4.964138278
Rajasthan_Chittaurgarh,13.06,12.48823529,10.31176471,10.97764706,12.54294118,13.71588235,12.84764706,10.39411765,12.06941176,11.30647059,10.70882353,11.05529412,9.615882353,11.36588235,13.37117647,11.07691027,12.76212555,10.96208189
Rajasthan_Churu,35.53216216,35.22081081,35.82675676,35.92378378,33.47361111,36.42911765,36.45029412,37.10735294,37.42030303,37.42125,37.71,38.88818182,39.0178125,37.27896552,37.99068966,36.92976033,44.73535918,36.58763432
Rajasthan_Dausa,22.64333333,22.3673913,23.80391304,24.86826087,26.65478261,28.36217391,25.95956522,30.6047619,29.64555556,28.14352941,33.34625,35.035,36.305,37.93866667,37.19142857,37.2261916,48.19075447,35.60835716
Rajasthan_Dhaulpur,14.78083333,14.66083333,16.22916667,16.86,15.215,16.7525,17.245,17.67416667,16.675,15.91833333,18.0075,18.33666667,18.07833333,20.44166667,22.06416667,19.62514545,19.28825385,19.07564581
Rajasthan_Dungarpur,6.031904762,8.686666667,5.537619048,8.635714286,10.12619048,10.51571429,10.01428571,7.933809524,7.945238095,9.056666667,7.391428571,8.038571429,6.950952381,8.182,7.992,7.97706128,8.302405754,7.935193596
Rajasthan_Ganganagar,14.84894737,14.46342105,13.92736842,13.94631579,13.66447368,13.80868421,13.36947368,13.50789474,13.79763158,13.50368421,13.32342105,12.86815789,13.39131579,12.17944444,12.57628571,12.74876488,13.19426248,12.8387901
Rajasthan_Hanumangarh,18.08441176,18.31514286,18.19542857,18.52485714,18.44828571,19.01685714,18.90485714,19.42628571,19.71314286,19.772,18.68942857,19.14771429,19.01885714,18.94828571,18.78114286,19.19618214,20.97328825,19.42757837
Rajasthan_Jaipur,23.58886364,25.725,26.55,28.37068182,29.07545455,31.59142857,30.48738095,30.95538462,31.41461538,32.09307692,29.22714286,30.62441176,31.98741935,31.132,32.02392857,32.52287482,40.3020936,30.94910982
Rajasthan_Jaisalmer,36.0059322,33.24892857,33.59265306,35.2288,35.202,33.72333333,34.40490909,37.33393443,38.62967213,39.66193548,39.55131148,39.31983607,39.76421053,38.77137255,39.27921569,37.5840501,43.35558534,36.8816252
Rajasthan_Jalor,21.214,20.54,18.573,19.424,19.838,23.85,22.687,23.723,22.493,26.598,26.957,23.728,24.396,22.519,22.909,21.61143296,23.33479007,25.14694155
Rajasthan_Jhalawar,11.66230769,11.69464286,10.44892857,10.85965517,11.5037931,11.51896552,11.82,9.580714286,11.17777778,9.146296296,8.227037037,10.08518519,9.441851852,5.541481481,7.105185185,6.99288531,7.893371578,7.798538733
Rajasthan_Jhunjhunun,49.57923077,49.20928571,50.22142857,52.14,55.37,55.10357143,56.53785714,57.19642857,57.915,57.73928571,60.59285714,63.855,65.96357143,68.64142857,69.11642857,62.38439527,63.38642707,42.61955896
Rajasthan_Jodhpur,29.3314,29.76318182,26.4455,27.15609756,26.92675,29.67809524,27.4655,29.13588235,30.2025,30.36372549,29.5175,28.56586957,29.42525,28.05421053,29.43513514,29.79663394,32.73238928,29.80892701
Rajasthan_Karauli,16.30944444,15.23333333,16.62222222,15.79555556,16.70764706,16.49176471,14.11176471,14.75117647,13.998125,12.11125,13.381875,15.384375,13.188125,15.640625,15.334375,14.2585786,15.20703963,14.65869411
Rajasthan_Kota,8.598823529,9.326875,8.193125,8.305,7.865294118,9.255882353,9.103529412,8.382941176,8.37375,8.744375,7.430625,8.714375,7.36375,6.352666667,8.278666667,7.900693038,8.092511069,7.442920017
Rajasthan_Nagaur,33.54902439,34.14702703,32.63542857,34.28121212,33.97172414,33.70178571,33.18407407,34.90909091,35.21767442,34.8344186,35.01380952,35.39785714,36.356,35.6553125,35.94,36.13823465,51.42574149,36.14798321
Rajasthan_Pali,15.60481481,15.5864,12.45037037,12.04518519,13.37666667,14.94730769,14.43,14.77,14.26481481,13.75555556,13.57888889,13.9525,9.585217391,9.406956522,11.42217391,10.25704133,12.04880233,10.53042183
Rajasthan_Pratapgarh,7.425714286,9.188666667,8.108,7.853333333,8.683333333,9.100666667,9.859285714,7.37,7.476,9.878,5.542,9.708666667,7.201333333,8.102,8.217333333,8.016967687,8.412431406,7.82163614
Rajasthan_Rajsamand,13.62433333,11.78166667,9.839,10.79366667,13.36533333,15.38433333,9.828333333,10.839,10.05933333,11.72133333,10.35633333,11.64933333,8.215172414,10.14689655,10.55,10.16039244,10.87978395,9.989177736
Rajasthan_Sawai Madhopur,13.24571429,12.46318182,12.96,12.50227273,11.564,12.1,11.38,9.312941176,10.18058824,7.707222222,8.612777778,11.09944444,9.275555556,11.84777778,11.89777778,10.90996499,11.51955455,11.55193957
Rajasthan_Sikar,40.22107143,40.14724138,41.09413793,41.94448276,42.97103448,45.495,46.65,46.41571429,50.59,47.60555556,47.97730769,50.67115385,52.29730769,54.0364,56.81090909,48.96556444,52.245389,42.85443045
Rajasthan_Sirohi,18.85478261,14.3796,10.206,10.9452,14.32,15.05333333,14.05565217,11.5026087,12.25695652,13.06565217,14.51125,15.0626087,12.853,12.05473684,14.31555556,12.30235374,13.64192135,12.57111681
Rajasthan_Tonk,9.381,10.687,10.95444444,11.59277778,11.33,11.43421053,11.6235,8.051578947,8.591052632,7.746470588,6.375,9.187894737,9.462777778,6.92,10.255625,7.844387595,9.638296199,8.146931814
Rajasthan_Udaipur,9.79,9.081111111,7.298913043,7.866956522,8.991304348,10.68891304,9.284444444,7.911627907,8.60275,9.02,7.962051282,9.401538462,7.494102564,8.46974359,8.724736842,8.428891269,9.288421766,8.545123747
Tamil Nadu_Ariyalur,8.006,4.684,7.432,6.446,5.566,4.728,3.322,5.074,6.076,8.182,10.918,10.054,11.066,8.538,9.524,8.643545132,9.293056777,8.620891812
Tamil Nadu_Chennai,6.595,4.722142857,5.077142857,4.337272727,5.242222222,4.012222222,3.102,3.814545455,4.626363636,5.212,5.253,4.085,5.263,6.070909091,5.303636364,5.569022586,5.304543259,5.464270795
Tamil Nadu_Coimbatore,19.87128205,16.49324324,15.9569697,13.579375,16.686,16.84064516,14.31,13.64354839,14.08157895,17.08315789,14.17216216,14.71675676,22.14852941,21.17709677,16.77878788,19.79659214,17.22592681,19.54129076
Tamil Nadu_Cuddalore,14.75633333,13.62833333,16.58,13.44833333,15.65931034,14.6362069,14.777,12.895,12.76517241,12.41482759,15.5396,16.6568,16.93304348,13.89,11.4196,15.01447412,15.6793168,14.71637324
Tamil Nadu_Dharmapuri,12.26,5.837368421,11.54526316,11.07888889,11.49944444,14.15421053,6.668333333,9.290555556,9.515789474,14.07388889,11.61111111,11.37111111,13.60411765,10.86176471,12.17882353,10.69643649,12.01374352,10.75494237
Tamil Nadu_Dindigul,8.533333333,6.114545455,8.906666667,6.222121212,6.50030303,9.9025,6.25875,5.5890625,8.8240625,12.45878788,9.053870968,9.581333333,13.60533333,10.78655172,13.42,10.279471,11.29784914,10.19236915
Tamil Nadu_Erode,8.307105263,6.953888889,8.098333333,6.415,7.808857143,8.515588235,6.975757576,7.759705882,10.28722222,11.91763158,8.552894737,9.037297297,13.12777778,9.788611111,8.998108108,9.609475555,9.454879933,9.589099951
Tamil Nadu_Kancheepuram,5.392857143,4.81,5.64875,3.808064516,4.983870968,4.849354839,4.609354839,4.4875,4.9503125,5.859090909,6.0125,3.5715625,5.742121212,4.731515152,6.7059375,4.789548471,4.981851613,4.861322944
Tamil Nadu_Kanniyakumari,11.38761905,10.70380952,9.882380952,9.248,10.0145,9.223,8.911,9.3835,9.675714286,6.828095238,6.217142857,4.521176471,7.682727273,7.48,6.920666667,8.450143818,9.264152266,7.735354943
Tamil Nadu_Karur,14.74538462,4.457272727,9.259090909,7.030909091,8.482727273,6.974,5.814444444,5.758181818,6.771818182,9.756363636,7.232307692,6.393636364,8.299090909,7.407272727,11.85666667,7.606224587,8.193444595,7.701142867
Tamil Nadu_Krishnagiri,11.74296296,6.651481481,12.11,14.30590909,15.7226087,12.22916667,11.06192308,12.9684,12.0344,14.285,13.66478261,10.00238095,13.36210526,10.91166667,14.7555,11.23768777,12.41134471,11.29710913
Tamil Nadu_Madurai,6.682105263,6.26,6.773157895,4.57625,6.587333333,7.472666667,5.456666667,5.590625,7.109411765,9.855,7.696315789,8.064444444,10.505625,8.200625,8.106666667,8.585704917,8.405726857,8.497682971
Tamil Nadu_Nagappattinam,3.15625,2.9675,4.11875,3.2875,2.8625,3.92125,4.325,4.08,4.8125,4.7275,3.45625,4.29375,5.00375,5.2575,4.89125,4.220018539,4.962237811,4.635915951
Tamil Nadu_Namakkal,13.67741935,6.620967742,8.88,8.253,9.078333333,14.5562963,7.537692308,9.791923077,11.70192308,11.51,9.729655172,9.4425,14.22375,8.945833333,11.9762963,9.977787711,11.53735409,9.74652235
Tamil Nadu_Perambalur,7.326666667,4.44,5.704166667,5.684,6.675,6.72,4.689,5.178181818,8.086923077,8.410769231,8.474166667,6.815,11.15,7.849166667,11.1425,8.230769768,10.37172886,8.170793186
Tamil Nadu_Pudukkottai,5.942580645,4.767741935,6.313333333,3.972,4.554333333,5.482,4.726,5.159,5.640666667,7.069354839,5.70516129,5.789354839,7.346666667,7.129655172,7.834666667,6.654822687,7.256976008,7.059249138
Tamil Nadu_Ramanathapuram,5.60875,5.863333333,6.494583333,4.5025,4.956956522,5.520434783,4.944782609,4.75173913,6.080434783,6.017272727,5.2425,5.538695652,7.065652174,7.216818182,6.525,6.779666168,6.648777969,6.965537101
Tamil Nadu_Salem,11.54305556,6.512,8.152894737,7.290789474,7.798947368,12.24405405,7.282051282,8.814871795,11.26421053,14.16777778,9.521842105,7.576842105,13.95028571,10.6165625,12.60771429,10.35315046,10.81020448,10.21643074
Tamil Nadu_Sivaganga,7.768636364,5.765909091,7.027619048,5.5345,6.281904762,6.924736842,6.053333333,6.6595,7.452857143,8.757142857,7.769545455,7.787272727,9.7,10.04181818,11.42,9.312412322,8.648899862,9.43454096
Tamil Nadu_Thanjavur,6.342692308,5.799615385,6.011153846,4.484615385,4.8012,5.0772,5.523846154,4.616538462,6.468076923,6.033913043,5.367826087,4.442608696,5.753478261,6.250454545,5.694761905,5.004386151,5.68945743,5.219930378
Tamil Nadu_The Nilgiris,5.148888889,4.956666667,4.637777778,4.066666667,5.362222222,5.38,3.835555556,6.58,5.967777778,5.704444444,4.901111111,4.618571429,3.611428571,3.195,5.538888889,4.649943161,5.218381837,4.13457748
Tamil Nadu_Theni,9.754285714,9.353333333,11.186,8.349,9.698666667,10.80266667,8.472,6.755333333,10.96857143,13.17428571,7.909333333,8.759333333,12.80866667,10.91,8.665,10.47437123,9.78644521,10.42356412
Tamil Nadu_Thiruvallur,7.056818182,4.844090909,5.474090909,3.933181818,4.023333333,4.911,3.464285714,5.195714286,4.7265,4.5715,4.735,3.915,4.9595,5.217894737,6.0615,5.117572278,5.035726553,5.106016092
Tamil Nadu_Thiruvarur,5.305,4.066,5.032,2.797,3.411,4.135,3.722,4.88,5.397,4.283,4.283,4.118888889,5.50375,5.4525,5.1,5.260934009,5.426308164,5.146492128
Tamil Nadu_Thoothukkudi,5.235294118,4.849411765,4.307352941,3.471764706,3.7703125,4.696875,4.358181818,4.252121212,5.374545455,6.483636364,4.713870968,4.306,7.289333333,5.809,5.022333333,6.381158032,5.524330103,6.30033359
Tamil Nadu_Tiruchirappalli,6.348888889,5.108148148,6.616296296,5.937407407,6.110769231,6.385,5.776538462,4.968846154,8.162307692,7.96962963,6.236666667,6.634074074,10.53923077,7.99,9.391153846,7.825277042,9.344461208,7.983885684
Tamil Nadu_Tirunelveli,5.931698113,5.118846154,4.352884615,3.426538462,4.800588235,5.2064,6.763137255,6.039607843,6.965576923,7.423529412,4.1892,4.519,9.3142,6.674897959,5.813265306,7.014694173,7.113928486,6.958125162
Tamil Nadu_Tiruppur,9.904615385,7.819230769,9.176923077,6.376410256,7.833333333,8.955789474,5.243157895,7.454324324,10.58578947,12.39974359,8.308717949,9.576842105,12.88054054,8.073783784,8.957105263,8.75229888,9.531302208,8.702378321
Tamil Nadu_Tiruvannamalai,8.568518519,7.570740741,8.006538462,5.13875,6.107307692,6.78,5.157037037,6.243333333,5.953333333,8.64,7.49625,6.4725,8.035,6.135416667,8.6572,6.673635386,7.073644902,6.846862406
Tamil Nadu_Vellore,12.08038462,9.473921569,11.17078431,9.90125,10.38833333,10.95,7.712888889,9.27673913,9.217608696,11.158,10.67369565,8.183181818,9.31375,8.879,10.24772727,9.135646662,9.964452786,9.339350058
Tamil Nadu_Viluppuram,5.82775,4.5925,5.189,3.63075,4.706923077,5.573846154,3.759230769,5.131794872,4.955641026,6.725263158,5.427,5.02325,7.224210526,6.036111111,7.909189189,6.310035166,7.273174344,6.351507483
Tamil Nadu_Virudunagar,7.7565,6.389,4.863157895,3.847222222,4.541176471,7.611111111,6.007894737,4.237,5.8325,8.7455,8.338333333,6.2825,8.355882353,9.196470588,7.522941176,8.689992847,8.116999561,8.709886783
Telangana_Adilabad,9.127234043,7.749787234,7.984042553,8.726808511,8.632553191,9.22,6.958085106,9.32106383,7.873695652,6.753478261,8.884888889,8.048837209,9.27547619,8.418,7.80725,8.596933929,8.968824682,8.49861853
Telangana_Hyderabad,16.06882353,12.41294118,11.56941176,11.77117647,11.90764706,10.51235294,13.156875,14.54125,14.01866667,13.743125,25.70642857,17.32642857,13.91714286,9.859285714,26.24769231,11.34589851,21.24125439,11.04553313
Telangana_Karimnagar,10.12382353,7.108529412,7.025,7.512352941,8.108235294,9.451176471,7.239705882,8.734117647,8.156176471,6.222058824,8.405,8.6159375,7.5234375,9.011612903,9.79483871,8.726826177,9.719008018,8.785108443
Telangana_Khammam,7.944883721,6.666046512,7.55627907,6.682380952,7.279069767,7.70744186,6.465116279,7.780232558,6.73627907,7.077674419,7.844772727,6.135,8.239318182,8.019090909,7.557906977,8.161280369,8.201718692,8.014606567
Telangana_Mahbubnagar,11.85305556,7.680277778,9.076388889,8.123888889,9.159444444,7.335,7.473939394,9.772580645,10.65,9.429259259,11.02444444,11.82185185,12.13269231,10.78826087,11.42608696,10.02489415,11.56661583,10.11224364
Telangana_Medak,16.65863636,13.73409091,13.19363636,12.56545455,12.19681818,13.72818182,12.71571429,13.65428571,14.08190476,12.6,15.69809524,17.10380952,16.954,17.3315,19.92722222,15.91994576,19.12920237,15.85853508
Telangana_Nalgonda,10.7645,6.17425,7.65425,6.6495,6.82525,7.06975,6.515675676,10.41837838,10.47216216,7.0425,9.359705882,10.06382353,7.296666667,7.036451613,10.35064516,7.420482601,8.799616253,7.517043311
Telangana_Nizamabad,13.31321429,11.18607143,10.99785714,10.5575,11.1375,13.19642857,10.45185185,14.635,11.7988,9.5528,11.8452,14.03454545,12.06571429,14.343,15.995,13.61101695,14.7611454,13.65118131
Telangana_Ranga Reddy,12.87977778,11.487,11.384,9.6932,10.65816327,10.56755102,10.99085106,14.86297872,12.97,11.91765957,15.11744681,14.82617021,14.52255319,11.98795455,15.21047619,12.78615968,14.60823109,12.78330029
Telangana_Warangal,9.733611111,8.64625,8.3955,7.721,8.41575,9.4865,7.636111111,9.668611111,9.310277778,7.383055556,10.60888889,10.80228571,8.656857143,8.912424242,10.8559375,9.110648579,10.75179474,9.132290586
Tripura_Dhalai,2.365,3.375,1.8475,3.8825,3.5875,4.1275,4.135,2.41,3.565,3.8525,3.8325,3.49,2.15,3.836666667,1.613333333,2.421713014,2.501246323,3.495379715
Tripura_North Tripura,3.91,4.872,3.61,4.542,5.288,5.28,4.74,4.05,5.148,5.18,5.196,5.174,4.43,3.98,2.754,4.329304738,4.557448009,4.328442938
Tripura_South Tripura,4.128333333,3.801666667,4.284,4.156,4.106,4.8925,4.2675,4.274,4,3.973333333,3.87,3.542,4.042,2.44,2.68,2.964577955,2.998836613,2.972211884
Tripura_West Tripura,2.967142857,4.059285714,3.330714286,3.711428571,3.955714286,4.204615385,3.900769231,3.969285714,3.654615385,3.444615385,3.455833333,3.323333333,3.421666667,2.979090909,2.852727273,3.123567468,3.77652359,3.172603107
Uttar Pradesh_Agra,13.28,13.13909091,14.3,15.84272727,15.99454545,16.28545455,15.48818182,16.89375,15.82125,15.24714286,17.07571429,18.50428571,17.42428571,15.64166667,13.6075,16.38812374,17.18675201,16.2119086
Uttar Pradesh_Aligarh,6.702307692,7.015384615,6.791538462,7.133846154,7.337692308,7.69,7.133076923,7.176153846,7.321666667,7.166666667,6.826666667,7.657,7.771,7.753,7.492,7.880144769,7.798865162,7.753848391
Uttar Pradesh_Ambedkar Nagar,6.193333333,6.285,6.991666667,6.78,6.591666667,6.325,5.815,6.4,6.145,5.996666667,6.07,6.35,6.202,6.6125,6.613333333,6.123022076,6.558584275,6.479237607
Uttar Pradesh_Auraiya,5.839090909,6.164545455,5.864545455,6.835454545,5.778181818,7.151818182,5.98,5.573,5.976,5.049,5.613,6.438888889,6.484444444,7.62,6.498888889,7.217405015,6.589588039,7.004573654
Uttar Pradesh_Faizabad,4.802222222,4.373333333,4.668888889,5.015555556,4.567777778,4.946666667,4.812222222,4.732222222,5.038888889,4.697777778,4.771111111,5.15,5.235555556,5.4025,5.215714286,5.281893379,5.180368142,5.264547027
Uttar Pradesh_Azamgarh,6.035217391,5.353043478,5.302608696,5.674782609,5.627391304,5.960909091,6.414545455,5.863333333,5.47,5.037619048,5.284090909,6.056818182,6.072272727,6.201363636,6.394545455,6.057762837,6.001123709,6.140340531
Uttar Pradesh_Baghpat,12.89,12.89,12.89,12.89,12.8,12.8,17.3,17.3,19.5,21.5,22.58,24.35,24.35,24.35,19.55,21.33603702,21.40092469,25.2704324
Uttar Pradesh_Bahraich,5.372105263,5.438421053,5.438947368,5.512777778,5.298333333,5.187222222,4.955789474,5.423157895,4.992105263,6.208888889,5.125882353,5.365294118,5.341764706,5.052666667,4.3725,5.158333365,4.765020085,5.163875846
Uttar Pradesh_Ballia,6.212727273,6.056818182,6.063636364,5.983636364,5.896818182,6.276818182,6.319047619,5.877619048,5.922857143,5.1945,5.988823529,6.731764706,5.893529412,5.914444444,5.673333333,5.948996382,5.795819725,5.888596598
Uttar Pradesh_Balrampur,4.750714286,4.691428571,4.747857143,4.649285714,4.385714286,4.651428571,3.867142857,4.042857143,4.129285714,4.397857143,4.2,5.053846154,5.008461538,4.945384615,4.904615385,4.848588893,4.89110238,4.805575301
Uttar Pradesh_Banda,9.53875,8.124782609,10.38208333,13.02434783,12.12041667,12.29541667,11.61583333,11.13826087,9.090434783,7.138095238,7.753,7.668421053,7.8855,8.911578947,8.395625,8.852806515,8.898462717,8.997488453
Uttar Pradesh_Barabanki,5.16516129,5.595483871,6.590967742,6.808064516,6.00483871,5.786451613,6.339655172,6.326296296,6.349259259,6.078,5.882916667,6.983333333,6.585416667,6.815,6.676363636,6.718785305,6.594336359,6.728960707
Uttar Pradesh_Bareilly,5.476363636,5.869090909,5.854545455,7.106363636,6.698181818,6.685454545,5.833,6.812727273,6.431818182,6.346,6.851111111,7.018571429,6.588571429,6.388571429,5.421666667,6.436661144,6.345903149,6.686559212
Uttar Pradesh_Basti,4.49,4.163,4.464,4.188,3.997,4.222,3.78,3.837,4.05,3.702,3.967,4.295,4.316,4.487,4.6775,4.390868296,4.603717802,4.25650972
Uttar Pradesh_Bijnor,7.257142857,6.307142857,6.657142857,6.444285714,5.66,5.888571429,5.78,5.4025,6.085,5.155,5.913333333,6.046666667,8.225,7.77,7.215,7.443459028,7.29284219,7.550220239
Uttar Pradesh_Budaun,5.862,6,5.998,7.1,6.394,5.992,5.186,4.595,5.246666667,5.725,4.605,4.555,4.555,4.555,4.360175405,4.649808027,4.67083574,4.642860698
Uttar Pradesh_Bulandshahr,7.043076923,7.441538462,7.829230769,8.580769231,8.843076923,9.193076923,9.031,7.681428571,8.254285714,8.544285714,7.131428571,7.636666667,8.458333333,9.23,8.854,8.840716125,8.944957364,8.883894437
Uttar Pradesh_Chandauli,8.98,7.324166667,7.276666667,7.527272727,6.15,8.321666667,7.873333333,6.979090909,5.983,5.634545455,3.828181818,7.282727273,7.195454545,7.086363636,7.692727273,6.996863756,7.485049959,7.004266264
Uttar Pradesh_Chitrakoot,11.699375,11.896,13.12466667,14.79133333,13.98666667,14.766,14.66333333,14.41666667,12.30875,8.601666667,10.88454545,12.52090909,12.21727273,14.27222222,14.56222222,13.76861116,14.07473085,13.57674171
Uttar Pradesh_Deoria,4.3425,4.7325,4.77125,4.43625,4.1825,4.89,4.1625,5.0225,4.068571429,4.071428571,3.72,4.058571429,4.282857143,3.622857143,3.98,4.014751173,4.346910319,4.061952338
Uttar Pradesh_Etah,6.043333333,6.276666667,6.838333333,6.94,6.783333333,6.953333333,6.242,6.675,6.68,6.465,6.9425,7.4225,7.4475,7.8475,9.655,7.528011795,7.639433481,7.630376567
Uttar Pradesh_Etawah,20.834,20.862,20.828,20.238,21.328,22.848,20.7,20.855,15.30333333,15.1,17.47666667,17.69,14.99333333,15.65,15.21666667,16.06986358,16.26284936,16.84202256
Uttar Pradesh_Farrukhabad,8.1475,7.6275,8.4825,8.825,8.5625,8.84,8.3275,7.105,7.92,7.33,8.01,7.79,7.355,6.405,1.9,6.952711963,7.480432387,7.08059782
Uttar Pradesh_Fatehpur,10.9076,11.1628,12.93,14.27791667,12.2,13.88375,14,13.56652174,12.5552381,9.499375,10.544,11.73266667,11.656,10.78928571,12.04333333,11.49032252,12.90751749,11.14846035
Uttar Pradesh_Firozabad,5.36,5.625,5.53,5.675,5.655,5.7175,6.2575,6.6575,6.41,6.0275,5.195,6.045,5.18,5.12,5.1,5.297793121,5.320964079,5.404566943
Uttar Pradesh_Gautam Buddha Nagar,11.69,13.275,13.025,12.8,13.78,13.53,14.23,14.79,15.5,15.38,16.55,15.9,15.31,16.11,17.04,14.62571307,17.18789597,16.45390275
Uttar Pradesh_Ghaziabad,5.906666667,6.883333333,5.87,6.503333333,6.036666667,7.36,7.076,6.954,7.13,7.763333333,4.82,4,4.47,8.75,8.75,5.163511057,8.190265396,6.011643804
Uttar Pradesh_Ghazipur,7.981666667,7.721666667,7.666666667,7.517916667,7.77375,8.071666667,8.217826087,7.850869565,8.014090909,7.078636364,7.085882353,8.058666667,6.675555556,6.877777778,7.198888889,6.991160535,7.582989872,7.067197307
Uttar Pradesh_Gonda,4.687142857,4.525,5.297142857,4.516428571,4.318571429,4.327142857,3.138888889,3.458,3.584,3.548888889,3.55875,4.11,4.21875,4.017142857,3.993333333,4.421226315,4.563111775,4.13863546
Uttar Pradesh_Gorakhpur,5.344285714,5.465714286,5.492857143,4.717142857,5.084285714,4.277142857,4.551428571,5.48,4.484285714,4.116666667,2.996666667,4.494,4.248,5.1375,5.543333333,5.061616363,5.318831019,4.869727208
